patient_key,peak_type,gap_order,curve_idx,x,y,profile_name,peak_height,peak_prominence,peak_width_half_prominence,peak_width_height,left_ips,right_ips,left_base_idx,right_base_idx,prev_peak_idx,next_peak_idx,distance_to_prev_peak_idx,distance_to_next_peak_idx,left_valley_idx,right_valley_idx,left_valley_value,right_valley_value,valley_to_valley_width,height_above_left_valley,height_above_right_valley,height_above_mean_valleys
N_47,gap,2,41,143.71747,233.42677,gap_score_smooth,0.7120997905731201,0.03402209281921387,5.789470619677509,0.6950887441635132,37.06645476710195,42.85592538677946,33,49,11.0,74.0,30.0,33.0,33,49,0.6780776977539062,0.55464106798172,16,0.03402209281921387,0.15745872259140015,0.095740407705307
N_47,gap,3,74,143.41226,330.35565,gap_score_smooth,0.8764762282371521,0.41798093914985657,25.54276211897764,0.6674857586622238,56.1541850904812,81.69694720945884,0,103,41.0,95.0,33.0,21.0,66,85,0.6962219476699829,0.4968838095664978,19,0.1802542805671692,0.3795924186706543,0.27992334961891174
N_47,gap,4,95,139.05144,392.03766,gap_score_smooth,0.6897279620170593,0.19284415245056152,5.032137043566323,0.5933058857917786,91.98504673598578,97.0171837795521,85,103,74.0,124.0,21.0,29.0,85,103,0.4968838095664978,0.45849528908729553,18,0.19284415245056152,0.2312326729297638,0.21203841269016266
N_47,gap,5,124,136.53625,477.21756,gap_score_smooth,0.918398380279541,0.3685992360115051,31.74306845220009,0.7340987622737885,109.29347179757512,141.03654024977521,0,162,95.0,153.0,29.0,29.0,114,132,0.8202270865440369,0.8692136406898499,18,0.09817129373550415,0.04918473958969116,0.07367801666259766
N_47,gap,6,153,133.15196,562.39746,gap_score_smooth,0.851622998714447,0.17864465713500977,4.290851282231955,0.7623006701469421,150.75644693071527,155.04729821294723,144,162,124.0,181.0,29.0,28.0,144,162,0.6729783415794373,0.5497991442680359,18,0.17864465713500977,0.30182385444641113,0.24023425579071045
N_47,gap,7,181,131.16222,644.6402,gap_score_smooth,0.957679033279419,0.8499233424663544,85.32871849578288,0.5327173620462418,106.82036182432122,192.1490803201041,0,239,153.0,209.0,28.0,28.0,162,197,0.5497991442680359,0.279985636472702,35,0.40787988901138306,0.6776933968067169,0.54278664290905
N_47,gap,8,209,130.09944,726.8829,gap_score_smooth,0.8823764324188232,0.6023907959461212,28.410719235465677,0.5811810344457626,204.5248920845334,232.93561131999908,197,239,181.0,,28.0,0.0,197,239,0.279985636472702,0.09177515655755997,42,0.6023907959461212,0.7906012758612633,0.6964960359036922
N_48,gap,1,8,150.21284,153.1046,gap_score_smooth,0.6561449766159058,0.14129513502120972,10.835870507819575,0.5854974091053009,5.23914605383622,16.075016561655794,0,20,,37.0,0.0,29.0,0,20,0.1789187639951706,0.514849841594696,20,0.47722621262073517,0.14129513502120972,0.30926067382097244
N_48,gap,2,37,154.1594,244.10878,gap_score_smooth,0.8219987154006958,0.03007584810256958,7.159159009845503,0.806960791349411,32.951345286718436,40.11050429656394,0,48,8.0,62.0,29.0,25.0,20,42,0.514849841594696,0.801379382610321,22,0.30714887380599976,0.020619332790374756,0.16388410329818726
N_48,gap,3,62,154.7516,322.56067,gap_score_smooth,0.9413689970970154,0.20006823539733887,20.306929395801667,0.841334879398346,52.92345491576889,73.23038431157056,0,118,37.0,98.0,25.0,36.0,48,82,0.7919228672981262,0.7830911874771118,34,0.14944612979888916,0.15827780961990356,0.15386196970939636
N_48,gap,4,98,151.1212,435.53137,gap_score_smooth,0.8998488187789917,0.11675763130187988,17.48434789181887,0.8414700031280518,86.63755746700282,104.12190535882169,82,118,62.0,127.0,36.0,29.0,82,105,0.7830911874771118,0.8408019542694092,23,0.11675763130187988,0.05904686450958252,0.0879022479057312
N_48,gap,5,127,145.12614,526.5356,gap_score_smooth,0.8668041825294495,0.04320192337036133,3.428660960688191,0.8452032208442688,125.3485025458995,128.7771635065877,118,134,98.0,143.0,29.0,16.0,118,134,0.7413007616996765,0.8236022591590881,16,0.12550342082977295,0.04320192337036133,0.08435267210006714
N_48,gap,6,143,144.3603,576.74475,gap_score_smooth,0.9931969046592712,0.8142781406641006,150.6063547806206,0.5860578343272209,26.708942937349423,177.31529771797003,0,239,127.0,191.0,16.0,48.0,134,157,0.8236022591590881,0.9547123908996582,23,0.1695946455001831,0.03848451375961304,0.10403957962989807
N_48,gap,7,191,141.31436,727.3724,gap_score_smooth,0.8844721913337708,0.3671211004257202,6.861309269980353,0.7009116411209106,187.33346276733312,194.19477203731347,180,239,143.0,211.0,48.0,20.0,180,202,0.5173510909080505,0.3330981135368347,22,0.3671211004257202,0.551374077796936,0.4592475891113281
N_48,gap,8,211,139.51546,790.1339,gap_score_smooth,0.8581467866897583,0.5250486731529236,10.143459082460652,0.5956224501132965,206.71474728155587,216.85820636401652,202,239,191.0,231.0,20.0,20.0,202,224,0.3330981135368347,0.33400654792785645,22,0.5250486731529236,0.5241402387619019,0.5245944559574127
N_48,gap,9,231,136.70511,852.8954,gap_score_smooth,0.6667741537094116,0.3327676057815552,5.41478052158368,0.500390350818634,228.34750201171306,233.76228253329674,224,239,211.0,,20.0,0.0,224,239,0.33400654792785645,0.0804641842842102,15,0.3327676057815552,0.5863099694252014,0.4595387876033783
N_49,gap,1,11,93.172714,153.32217,gap_score_smooth,0.5332680940628052,0.22359472513198853,9.993678101195092,0.4214707314968109,4.964744386539097,14.95842248773419,0,18,,62.0,0.0,51.0,0,18,0.11417145282030106,0.30967336893081665,18,0.4190966412425041,0.22359472513198853,0.3213456831872463
N_49,gap,2,62,90.46648,307.8159,gap_score_smooth,0.8297214508056641,0.49022120237350464,39.80716080192309,0.5846108496189117,27.891670463673037,67.69883126559613,0,115,11.0,93.0,51.0,31.0,55,74,0.789307713508606,0.46143457293510437,19,0.040413737297058105,0.3682868778705597,0.2043503075838089
N_49,gap,3,93,83.70566,401.72385,gap_score_smooth,0.7677549123764038,0.23366022109985352,4.3697755456691425,0.650924801826477,90.71492754144639,95.08470308711553,83,101,62.0,107.0,31.0,14.0,83,101,0.3527362048625946,0.5340946912765503,18,0.4150187075138092,0.23366022109985352,0.32433946430683136
N_49,gap,4,107,80.996475,444.13388,gap_score_smooth,0.7677936553955078,0.4150574505329132,6.748817644174778,0.5602649301290512,103.31635122015352,110.0651688643283,83,115,93.0,124.0,14.0,17.0,101,115,0.5340946912765503,0.3395002484321594,14,0.23369896411895752,0.4282934069633484,0.33099618554115295
N_49,gap,5,124,79.44307,495.6318,gap_score_smooth,0.8653790354728699,0.3971002399921417,5.1895876654177755,0.666828915476799,121.40518408178477,126.59477174720254,0,133,107.0,141.0,17.0,17.0,115,133,0.3395002484321594,0.46827879548072815,18,0.5258787870407104,0.3971002399921417,0.4614895135164261
N_49,gap,6,141,78.73552,547.1297,gap_score_smooth,0.9079251289367676,0.7937536761164665,9.24574995332759,0.5110482908785343,135.71874295439244,144.96449290772003,0,206,124.0,158.0,17.0,17.0,133,151,0.46827879548072815,0.3101186454296112,18,0.43964633345603943,0.5978064835071564,0.5187264084815979
N_49,gap,7,158,79.03493,598.6276,gap_score_smooth,0.7167008519172668,0.40658220648765564,5.154644990021495,0.513409748673439,155.08017384292734,160.23481883294883,151,167,141.0,176.0,17.0,18.0,151,167,0.3101186454296112,0.15208901464939117,16,0.40658220648765564,0.5646118372678757,0.48559702187776566
N_49,gap,8,176,76.66201,653.1548,gap_score_smooth,0.8099307417869568,0.6578417271375656,10.172794183503953,0.481009878218174,172.56910690072735,182.7419010842313,167,206,158.0,194.0,18.0,18.0,167,187,0.15208901464939117,0.43244415521621704,20,0.6578417271375656,0.37748658657073975,0.5176641568541527
N_49,gap,9,194,73.70145,707.682,gap_score_smooth,0.7920857667922974,0.3596416115760803,5.542459683759233,0.6122649610042572,190.8770895202448,196.41954920400403,187,206,176.0,215.0,18.0,21.0,187,206,0.43244415521621704,0.09023446589708328,19,0.3596416115760803,0.7018513008952141,0.5307464562356472
N_49,gap,10,215,67.63597,771.29706,gap_score_smooth,0.7642475366592407,0.6533126905560493,7.845938650108593,0.43759119138121605,210.8692794081007,218.7152180582093,206,239,194.0,232.0,21.0,17.0,206,226,0.09023446589708328,0.254234254360199,20,0.6740130707621574,0.5100132822990417,0.5920131765305996
N_49,gap,11,232,71.836845,822.795,gap_score_smooth,0.6038995981216431,0.3496653437614441,5.5034024398662496,0.429066926240921,229.43816455389583,234.94156699376208,226,239,215.0,,17.0,0.0,226,239,0.254234254360199,0.11093484610319138,13,0.3496653437614441,0.4929647520184517,0.4213150478899479
N_4,gap,1,42,113.15292,315.64853,gap_score_smooth,0.8381441831588745,0.30034345388412476,50.32340478966958,0.6879724562168121,6.050188230650332,56.373593020319916,0,62,,72.0,0.0,30.0,36,62,0.8031820058822632,0.5378007292747498,26,0.03496217727661133,0.30034345388412476,0.16765281558036804
N_4,gap,2,72,111.72355,405.3975,gap_score_smooth,0.7614139914512634,0.06613951921463013,3.807092900448893,0.7283442318439484,70.65225521284233,74.45934811329123,62,81,42.0,97.0,30.0,25.0,62,81,0.5378007292747498,0.6952744722366333,19,0.22361326217651367,0.06613951921463013,0.1448763906955719
N_4,gap,3,97,108.369225,480.1883,gap_score_smooth,0.9065242409706116,0.13004547357559204,22.967588090519683,0.8415015041828156,90.92845350135588,113.89604159187556,0,118,72.0,128.0,25.0,31.0,81,107,0.6952744722366333,0.8713494539260864,26,0.21124976873397827,0.035174787044525146,0.12321227788925171
N_4,gap,4,128,105.84488,572.9289,gap_score_smooth,0.9481436610221863,0.0640873908996582,4.141374299588648,0.9160999655723572,126.1059134985504,130.24728779813904,0,136,97.0,143.0,31.0,15.0,118,136,0.7764787673950195,0.8840562701225281,18,0.17166489362716675,0.0640873908996582,0.11787614226341248
N_4,gap,5,143,106.940285,617.80334,gap_score_smooth,0.9579562544822693,0.06159818172454834,4.699333223828432,0.9271571636199951,140.4241811932368,145.12351441706522,0,149,128.0,160.0,15.0,17.0,136,149,0.8840562701225281,0.896358072757721,13,0.07389998435974121,0.06159818172454834,0.06774908304214478
N_4,gap,6,160,103.25426,668.6611,gap_score_smooth,0.9819278120994568,0.8572091087698936,130.12366765943062,0.55332325771451,65.85359742198884,195.97726508141946,0,239,143.0,192.0,17.0,32.0,149,181,0.896358072757721,0.6780774593353271,32,0.08556973934173584,0.30385035276412964,0.19471004605293274
N_4,gap,7,192,100.329796,764.3933,gap_score_smooth,0.8534711599349976,0.1753937005996704,5.172971578430577,0.7657743096351624,188.57598145947583,193.7489530379064,181,200,160.0,213.0,32.0,21.0,181,200,0.6780774593353271,0.41923364996910095,19,0.1753937005996704,0.4342375099658966,0.3048156052827835
N_4,gap,8,213,101.34572,827.2176,gap_score_smooth,0.8952990174293518,0.47606536746025085,25.03039054673522,0.6572663336992264,207.10354503563266,232.13393558236788,200,239,192.0,,21.0,0.0,200,239,0.41923364996910095,0.10672412812709808,39,0.47606536746025085,0.7885748893022537,0.6323201283812523
N_50,gap,1,25,128.1045,222.53139,gap_score_smooth,0.7736059427261353,0.23577165603637695,15.38536768594258,0.6557201147079468,13.759469435525013,29.144837121467592,0,48,,40.0,0.0,15.0,0,33,0.14804933965206146,0.6052821278572083,33,0.6255566030740738,0.168323814868927,0.3969402089715004
N_50,gap,2,40,127.03818,272.0502,gap_score_smooth,0.6968858242034912,0.09160369634628296,4.029967713221424,0.6510839760303497,37.41236226009174,41.442329973313164,33,48,25.0,61.0,15.0,21.0,33,48,0.6052821278572083,0.5378342866897583,15,0.09160369634628296,0.1590515375137329,0.12532761693000793
N_50,gap,3,61,127.42034,341.37656,gap_score_smooth,0.8943482637405396,0.30795013904571533,39.7997515490664,0.7403731942176819,52.84142819108506,92.64117974015146,0,98,40.0,89.0,21.0,28.0,48,66,0.5378342866897583,0.8759869337081909,18,0.35651397705078125,0.018361330032348633,0.18743765354156494
N_50,gap,4,89,123.69494,433.8117,gap_score_smooth,0.8719705939292908,0.030570685863494873,4.714306305405756,0.8566852509975433,85.43691275167785,90.15121905708361,79,98,61.0,106.0,28.0,17.0,79,98,0.8413999080657959,0.5863981246948242,19,0.030570685863494873,0.28557246923446655,0.1580715775489807
N_50,gap,5,106,119.53833,489.93304,gap_score_smooth,0.7880302667617798,0.11097186803817749,4.127751902920295,0.732544332742691,103.79256607311758,107.92031797603788,98,114,89.0,120.0,17.0,14.0,98,114,0.5863981246948242,0.6770583987236023,16,0.20163214206695557,0.11097186803817749,0.15630200505256653
N_50,gap,6,120,117.443,536.15063,gap_score_smooth,0.8556172847747803,0.12185972929000854,4.12241928458684,0.794687420129776,117.61149331433582,121.73391259892266,98,124,106.0,141.0,14.0,21.0,114,124,0.6770583987236023,0.7337575554847717,10,0.17855888605117798,0.12185972929000854,0.15020930767059326
N_50,gap,7,141,115.420525,605.477,gap_score_smooth,0.9963508248329163,0.8483014851808548,123.73017443434262,0.5722000822424889,50.11600314695175,173.84617758129437,0,239,120.0,159.0,21.0,18.0,124,153,0.7337575554847717,0.8670257329940796,29,0.26259326934814453,0.12932509183883667,0.1959591805934906
N_50,gap,8,159,112.288246,664.8996,gap_score_smooth,0.9286773204803467,0.06165158748626709,8.470986901501277,0.8978515267372131,156.12839111057937,164.59937801208065,153,239,141.0,187.0,18.0,28.0,153,176,0.8670257329940796,0.5142622590065002,23,0.06165158748626709,0.41441506147384644,0.23803332448005676
N_50,gap,9,187,114.93878,757.3347,gap_score_smooth,0.8646167516708374,0.35035449266433716,8.077647339762876,0.6894395053386688,183.44093622212924,191.51858356189211,176,239,159.0,207.0,28.0,20.0,176,197,0.5142622590065002,0.4435740113258362,21,0.35035449266433716,0.4210427403450012,0.3856986165046692
N_50,gap,10,207,113.445946,823.3598,gap_score_smooth,0.8497204184532166,0.40614640712738037,7.178335268375605,0.6466472148895264,203.0108429960089,210.1891782643845,197,239,187.0,229.0,20.0,22.0,197,218,0.4435740113258362,0.16696515679359436,21,0.40614640712738037,0.6827552616596222,0.5444508343935013
N_50,gap,11,229,109.127625,895.9874,gap_score_smooth,0.7243644595146179,0.5573993027210236,11.624562645970201,0.44566480815410614,222.9019058165881,234.5264684625583,218,239,207.0,,22.0,0.0,218,239,0.16696515679359436,0.08606458455324173,21,0.5573993027210236,0.6382998749613762,0.5978495888411999
N_51,gap,1,28,89.91286,226.09206,gap_score_smooth,0.7872270941734314,0.18219077587127686,25.39048234306647,0.696131706237793,6.844560579235203,32.23504292230167,0,36,,71.0,0.0,43.0,20,36,0.734688401222229,0.6050363183021545,16,0.05253869295120239,0.18219077587127686,0.11736473441123962
N_51,gap,2,71,90.694695,364.4477,gap_score_smooth,0.9121259450912476,0.4375489056110382,39.168151106171344,0.6933514922857285,42.429796199563405,81.59794730573475,0,88,28.0,108.0,43.0,37.0,51,88,0.8146272897720337,0.47457703948020935,37,0.09749865531921387,0.4375489056110382,0.26752378046512604
N_51,gap,3,108,85.34598,483.4979,gap_score_smooth,0.8341214060783386,0.17411887645721436,5.70880658909887,0.7470619678497314,104.79373628148157,110.50254287058044,88,115,71.0,123.0,37.0,15.0,98,115,0.7080957889556885,0.6600025296211243,17,0.12602561712265015,0.17411887645721436,0.15007224678993225
N_51,gap,4,123,81.60739,531.76154,gap_score_smooth,0.8898826837539673,0.07545638084411621,3.5680228629289132,0.8521544933319092,121.78749251490316,125.35551537783208,88,131,108.0,138.0,15.0,15.0,115,131,0.6600025296211243,0.8144263029098511,16,0.22988015413284302,0.07545638084411621,0.15266826748847961
N_51,gap,5,138,77.248634,580.0251,gap_score_smooth,0.9703449606895447,0.8452025651931763,120.51096026069513,0.5477436780929565,91.46121073381661,211.97217099451174,0,239,123.0,170.0,15.0,32.0,131,146,0.8144263029098511,0.9352067708969116,15,0.1559186577796936,0.03513818979263306,0.09552842378616333
N_51,gap,6,170,74.310326,682.9874,gap_score_smooth,0.822333812713623,0.08119148015975952,4.34862848762873,0.7817380726337433,167.65539979157074,172.00402827919947,162,179,138.0,186.0,32.0,16.0,162,179,0.6271018385887146,0.7411423325538635,17,0.19523197412490845,0.08119148015975952,0.13821172714233398
N_51,gap,7,186,76.21219,734.4686,gap_score_smooth,0.8230699300765991,0.06752198934555054,9.425881601673922,0.7893089354038239,182.75438787515412,192.18026947682804,162,197,170.0,206.0,16.0,20.0,179,188,0.7411423325538635,0.8221171498298645,9,0.0819275975227356,0.0009527802467346191,0.04144018888473511
N_51,gap,8,206,77.7604,798.82007,gap_score_smooth,0.8536648750305176,0.22656303644180298,43.39418236577686,0.7403833568096161,166.78263455366525,210.1768169194421,162,239,186.0,230.0,20.0,24.0,197,220,0.7555479407310486,0.11591167747974396,23,0.098116934299469,0.7377531975507736,0.4179350659251213
N_51,gap,9,230,84.551575,876.0419,gap_score_smooth,0.6976653933525085,0.5817537158727646,11.1792998476852,0.40678853541612625,224.18887694085842,235.36817678854362,220,239,206.0,,24.0,0.0,220,239,0.11591167747974396,0.1132112443447113,19,0.5817537158727646,0.5844541490077972,0.5831039324402809
N_52,gap,1,10,121.85105,114.30544,gap_score_smooth,0.7762561440467834,0.13239693641662598,12.709839647141788,0.7100576758384705,6.28714887039424,18.99698851753603,0,23,,45.0,0.0,35.0,0,23,0.18239730596542358,0.6438592076301575,23,0.5938588380813599,0.13239693641662598,0.3631278872489929
N_52,gap,2,45,135.4709,230.87448,gap_score_smooth,0.8878864049911499,0.19760280847549438,33.50535396744847,0.7890850007534027,31.829811487721667,65.33516545517014,0,70,10.0,106.0,35.0,61.0,23,56,0.6438592076301575,0.8281158208847046,33,0.24402719736099243,0.05977058410644531,0.15189889073371887
N_52,gap,3,106,142.12912,434.03766,gap_score_smooth,0.9427453875541687,0.3816978931427002,38.963577385572165,0.7518964409828186,77.18800830634085,116.15158569191301,0,120,45.0,144.0,61.0,38.0,84,120,0.7545809149742126,0.5610474944114685,36,0.18816447257995605,0.3816978931427002,0.2849311828613281
N_52,gap,4,144,138.62566,560.5983,gap_score_smooth,0.9590950608253479,0.7766977548599243,75.83165452939721,0.5707461833953857,122.11510376516719,197.9467582945644,0,239,106.0,193.0,38.0,49.0,136,158,0.9166821241378784,0.8883301019668579,22,0.04241293668746948,0.07076495885848999,0.056588947772979736
N_52,gap,5,193,122.36726,723.795,gap_score_smooth,0.8523829579353333,0.2710774540901184,8.388442735024995,0.716844230890274,187.6440792980007,196.03252203302569,181,239,144.0,211.0,49.0,18.0,181,203,0.5813055038452148,0.5035198330879211,22,0.2710774540901184,0.3488631248474121,0.30997028946876526
N_52,gap,6,211,123.08307,783.74475,gap_score_smooth,0.8396865725517273,0.33616673946380615,6.938440471617554,0.6716032028198242,207.48533594506623,214.42377641668378,203,239,193.0,231.0,18.0,20.0,203,222,0.5035198330879211,0.10276171565055847,19,0.33616673946380615,0.7369248569011688,0.5365457981824875
N_52,gap,7,231,123.76583,850.35565,gap_score_smooth,0.6367781758308411,0.5340164601802826,7.121854372774919,0.36976994574069977,227.24668013492018,234.3685345076951,222,239,211.0,,20.0,0.0,222,239,0.10276171565055847,0.07374224811792374,17,0.5340164601802826,0.5630359277129173,0.5485261939466
N_53,gap,1,23,121.49052,212.1339,gap_score_smooth,0.7516923546791077,0.14264893531799316,10.553314758528263,0.6803678870201111,15.618201696817241,26.171516455345504,0,30,,47.0,0.0,24.0,12,30,0.6395919919013977,0.6090434193611145,18,0.11210036277770996,0.14264893531799316,0.12737464904785156
N_53,gap,2,47,127.00086,283.23013,gap_score_smooth,0.8438717722892761,0.09170025587081909,11.246327051487825,0.7980216443538666,40.17405423223839,51.420381283726215,0,54,23.0,62.0,24.0,15.0,30,54,0.6090434193611145,0.752171516418457,24,0.23482835292816162,0.09170025587081909,0.16326430439949036
N_53,gap,3,62,129.3712,327.66528,gap_score_smooth,0.861074686050415,0.3204471468925476,28.399610620765678,0.7008511126041412,37.83095734137017,66.23056796213585,0,73,47.0,79.0,15.0,17.0,54,73,0.752171516418457,0.5406275391578674,19,0.10890316963195801,0.3204471468925476,0.2146751582622528
N_53,gap,4,79,132.35887,378.02512,gap_score_smooth,0.6466411352157593,0.033576905727386475,2.7218635548029226,0.629852682352066,77.65320758348992,80.37507113829284,73,82,62.0,104.0,17.0,25.0,73,82,0.5406275391578674,0.6130642294883728,9,0.10601359605789185,0.033576905727386475,0.06979525089263916
N_53,gap,5,104,141.68135,452.08368,gap_score_smooth,0.740331768989563,0.17217129468917847,19.40411438533164,0.6542461216449738,87.31277869714435,106.71689308247599,73,112,79.0,119.0,25.0,15.0,100,112,0.6756953597068787,0.5681604743003845,12,0.06463640928268433,0.17217129468917847,0.1184038519859314
N_53,gap,6,119,141.89037,496.51883,gap_score_smooth,0.872455894947052,0.4163894057273865,20.796373665290062,0.6642611920833588,115.84074232294991,136.63711598823997,0,143,104.0,134.0,15.0,15.0,112,129,0.5681604743003845,0.6930083632469177,17,0.3042954206466675,0.17944753170013428,0.24187147617340088
N_53,gap,7,134,144.5449,540.954,gap_score_smooth,0.8515347242355347,0.15852636098861694,3.6479911657472712,0.7722715437412262,131.840417120219,135.48840828596627,129,143,119.0,151.0,15.0,17.0,129,143,0.6930083632469177,0.4560664892196655,14,0.15852636098861694,0.39546823501586914,0.27699729800224304
N_53,gap,8,151,150.0433,591.3138,gap_score_smooth,0.9252626299858093,0.8184459879994392,10.38840007298333,0.5160396359860897,146.1912062433363,156.57960631631963,0,239,134.0,169.0,17.0,18.0,143,162,0.4560664892196655,0.42004549503326416,19,0.4691961407661438,0.5052171349525452,0.4872066378593445
N_53,gap,9,169,151.87404,644.636,gap_score_smooth,0.7103171348571777,0.2902716398239136,5.2644038177143955,0.565181314945221,166.15620046243282,171.42060428014722,162,177,151.0,189.0,18.0,20.0,162,177,0.42004549503326416,0.20878031849861145,15,0.2902716398239136,0.5015368163585663,0.39590422809123993
N_53,gap,10,189,151.54366,703.8829,gap_score_smooth,0.8256539702415466,0.6168736517429352,8.073894113873422,0.517217144370079,184.64440101444467,192.7182951283181,177,239,169.0,210.0,20.0,21.0,177,198,0.20878031849861145,0.20890845358371735,21,0.6168736517429352,0.6167455166578293,0.6168095842003822
N_53,gap,11,210,151.67307,766.09204,gap_score_smooth,0.8201252818107605,0.6112168282270432,8.959606883621149,0.5145168676972389,205.51312757566888,214.47273445929002,198,239,189.0,230.0,21.0,20.0,198,221,0.20890845358371735,0.3189963400363922,23,0.6112168282270432,0.5011289417743683,0.5561728850007057
N_53,gap,12,230,148.9644,825.3389,gap_score_smooth,0.6960638761520386,0.37706753611564636,7.492332262371377,0.5075301080942154,226.3668060955382,233.8591383579096,221,239,210.0,,20.0,0.0,221,239,0.3189963400363922,0.09863230586051941,18,0.37706753611564636,0.5974315702915192,0.48724955320358276
N_54,gap,1,46,125.55993,268.70712,gap_score_smooth,0.9053708910942078,0.2693898677825928,36.85453217957582,0.7706759572029114,18.582419779414217,55.436951958990036,0,60,,71.0,0.0,25.0,31,60,0.7910953164100647,0.635981023311615,29,0.11427557468414307,0.2693898677825928,0.19183272123336792
N_54,gap,2,71,121.07253,353.33054,gap_score_smooth,0.8934484720230103,0.1064653992652893,22.669947627957697,0.8402157723903656,67.93766707542083,90.60761470337853,60,94,46.0,106.0,25.0,35.0,60,84,0.635981023311615,0.8501586318016052,24,0.25746744871139526,0.04328984022140503,0.15037864446640015
N_54,gap,3,106,117.512596,471.80334,gap_score_smooth,0.941965639591217,0.06709599494934082,7.203681446457182,0.9084176421165466,103.11163956384337,110.31532101030055,0,115,71.0,133.0,35.0,27.0,94,115,0.786983072757721,0.8748696446418762,21,0.1549825668334961,0.06709599494934082,0.11103928089141846
N_54,gap,4,133,114.230354,563.19666,gap_score_smooth,0.9921624660491943,0.856028750538826,158.60055592471147,0.5641480907797813,4.660004325916443,163.26056025062792,0,223,106.0,159.0,27.0,26.0,131,153,0.9911410212516785,0.7427003383636475,22,0.0010214447975158691,0.24946212768554688,0.12524178624153137
N_54,gap,5,159,111.494774,651.205,gap_score_smooth,0.8471106290817261,0.10441029071807861,3.845559209278605,0.7949054837226868,156.77176484633827,160.61732405561688,153,201,133.0,175.0,26.0,16.0,153,169,0.7427003383636475,0.4168938994407654,16,0.10441029071807861,0.4302167296409607,0.26731351017951965
N_54,gap,6,175,109.600296,705.364,gap_score_smooth,0.6687852144241333,0.2518913149833679,4.7028876389792345,0.5428395569324493,172.5130878040326,177.21597544301184,169,182,159.0,191.0,16.0,16.0,169,182,0.4168938994407654,0.3692556619644165,13,0.2518913149833679,0.2995295524597168,0.27571043372154236
N_54,gap,7,191,110.72528,759.523,gap_score_smooth,0.7870765328407288,0.41782087087631226,6.98901235713592,0.5781660974025726,187.78818296932104,194.77719532645696,182,201,175.0,211.0,16.0,20.0,182,201,0.3692556619644165,0.3192346692085266,19,0.41782087087631226,0.46784186363220215,0.4428313672542572
N_54,gap,8,211,109.93872,827.22174,gap_score_smooth,0.8538894057273865,0.5346547365188599,9.75545953004837,0.5865620374679565,205.76337801770495,215.51883754775332,201,223,191.0,232.0,20.0,21.0,201,223,0.3192346692085266,0.09058244526386261,22,0.5346547365188599,0.7633069604635239,0.6489808484911919
N_54,gap,9,232,112.08181,898.3054,gap_score_smooth,0.6603380441665649,0.5407481640577316,7.910931297911134,0.3899639621376991,227.7343360498162,235.64526734772733,223,239,211.0,,21.0,0.0,223,239,0.09058244526386261,0.11958988010883331,16,0.5697555989027023,0.5407481640577316,0.555251881480217
N_55,gap,1,9,125.95491,189.24268,gap_score_smooth,0.5419477820396423,0.22639337182044983,9.395642722991749,0.4287510961294174,5.220250480249875,14.615893203241622,0,20,,42.0,0.0,33.0,0,20,0.10538937151432037,0.3155544102191925,20,0.43655841052532196,0.22639337182044983,0.3314758911728859
N_55,gap,2,42,120.8163,292.79916,gap_score_smooth,0.7119289040565491,0.2009894847869873,16.470894726309673,0.6114341616630554,38.86912472111299,55.34001944742266,0,59,9.0,69.0,33.0,27.0,31,49,0.4470280408859253,0.6699204444885254,18,0.2649008631706238,0.04200845956802368,0.15345466136932373
N_55,gap,3,69,121.16157,377.5272,gap_score_smooth,0.6914627552032471,0.14731425046920776,15.521167491167617,0.6178056299686432,65.95585983458184,81.47702732574946,59,85,42.0,106.0,27.0,37.0,59,76,0.5109394192695618,0.6453371047973633,17,0.1805233359336853,0.04612565040588379,0.11332449316978455
N_55,gap,4,106,121.07727,493.636,gap_score_smooth,0.8980250358581543,0.4537905156612396,18.53816809434403,0.6711297780275345,91.44215664110413,109.98032473544816,0,115,69.0,124.0,37.0,18.0,99,115,0.883877158164978,0.4442345201969147,16,0.01414787769317627,0.4537905156612396,0.23396919667720795
N_55,gap,5,124,123.743515,550.12134,gap_score_smooth,0.9163442254066467,0.24011212587356567,4.5494463115903585,0.7962881624698639,122.1287057540022,126.67815206559256,0,131,106.0,145.0,18.0,21.0,115,131,0.4442345201969147,0.676232099533081,16,0.47210970520973206,0.24011212587356567,0.35611091554164886
N_55,gap,6,145,123.50471,616.02094,gap_score_smooth,0.9860140085220337,0.8806246370077133,93.63570956090038,0.545701690018177,119.61461930881174,213.25032886971212,0,239,124.0,172.0,21.0,27.0,131,161,0.676232099533081,0.6683363914489746,30,0.30978190898895264,0.3176776170730591,0.31372976303100586
N_55,gap,7,172,128.64944,700.74896,gap_score_smooth,0.7761982083320618,0.0848236083984375,5.218765847485656,0.733786404132843,169.6771203865127,174.89588623399837,161,178,145.0,198.0,27.0,26.0,166,178,0.6725034713745117,0.6913745999336243,12,0.10369473695755005,0.0848236083984375,0.09425917267799377
N_55,gap,8,198,124.717636,782.3389,gap_score_smooth,0.8623838424682617,0.1940474510192871,22.766320429466987,0.7653601169586182,187.37150170600776,210.13782213547475,161,239,172.0,230.0,26.0,32.0,178,220,0.6913745999336243,0.2793320119380951,42,0.17100924253463745,0.5830518305301666,0.37703053653240204
